question,answer
Tên đầy đủ của trường được nhắc đến trong văn bản là gì?,"Trường Đại học Công nghệ, Đại học Quốc gia Hà Nội."
Ngành đào tạo chính được đề cập trong văn bản là gì?,Ngành Khoa học dữ liệu.
Văn bằng tốt nghiệp của chương trình đào tạo Khoa học và Kỹ thuật dữ liệu là gì?,Không được đề cập trong văn bản.
Sinh viên tốt nghiệp ngành Khoa học Dữ liệu có thể làm việc ở những môi trường nào?,"Môi trường quản lý, sản xuất, kinh doanh hoặc môi trường học thuật."
Sinh viên tốt nghiệp ngành Khoa học Dữ liệu có thể học lên những bậc học nào?,"Thạc sĩ, tiến sĩ."
Sinh viên ngành Khoa học Dữ liệu cần có trình độ tiếng Anh tương đương bậc mấy theo Khung năng lực ngoại ngữ Việt Nam?,Bậc 3/6.
Học phần Triết học Mác – Lênin thuộc khối kiến thức nào trong chương trình đào tạo ngành Khoa học Dữ liệu?,Khối kiến thức chung.
Học phần Cấu trúc dữ liệu và giải thuật thuộc khối kiến thức nào trong chương trình đào tạo ngành Khoa học Dữ liệu?,Khối kiến thức theo khối ngành (ICT).
Học phần Lập trình hướng đối tượng thuộc khối kiến thức nào trong chương trình đào tạo ngành Khoa học Dữ liệu?,"Khối kiến thức theo nhóm ngành (AI, DS)."
Học phần Phương pháp luận Khoa học dữ liệu thuộc khối kiến thức nào trong chương trình đào tạo ngành Khoa học Dữ liệu?,Khối kiến thức ngành (DS).
Học phần Kinh tế vi mô thuộc khối kiến thức nào trong chương trình đào tạo ngành Khoa học Dữ liệu?,Khối kiến thức bổ trợ.
Học phần Thực tập doanh nghiệp thuộc khối kiến thức nào trong chương trình đào tạo ngành Khoa học Dữ liệu?,"Khối kiến thức thực tập, tốt nghiệp."
Học phần nào thuộc định hướng Kỹ thuật phân tích dữ liệu trong chương trình đào tạo ngành Khoa học Dữ liệu?,Phân tích chuỗi thời gian và Dự báo.
Học phần nào thuộc định hướng Dữ liệu kinh doanh trong chương trình đào tạo ngành Khoa học Dữ liệu?,Thống kê kinh tế và kinh tế lượng.
Học phần nào thuộc định hướng Dữ liệu liên ngành trong chương trình đào tạo ngành Khoa học Dữ liệu?,Nhân văn số.
